user_id,food_id,rating,interaction_type,timestamp,user_type,food_cuisine,food_category
5,259,,viewed,2025-05-02 15:56:11.675491,health_conscious,Thai,Dessert
5,259,4.3,rated,2025-06-23 15:56:11.675675,health_conscious,Thai,Dessert
6,140,4.2,cooked,2024-10-18 15:56:11.676683,cooking_enthusiast,Thai,Appetizer
6,140,5.0,cooked,2024-10-04 15:56:11.676876,cooking_enthusiast,Thai,Appetizer
6,310,4.2,cooked,2025-02-27 15:56:11.677050,cooking_enthusiast,Thai,Dessert
6,394,,viewed,2024-10-07 15:56:11.677221,cooking_enthusiast,Italian,Dinner
6,60,,viewed,2025-03-30 15:56:11.677390,cooking_enthusiast,Italian,Dinner
6,97,4.6,rated,2025-06-18 15:56:11.677578,cooking_enthusiast,American,Dinner
6,127,4.6,rated,2025-03-27 15:56:11.677750,cooking_enthusiast,American,Breakfast
6,37,,viewed,2024-08-10 15:56:11.677920,cooking_enthusiast,American,Dessert
7,154,4.1,cooked,2024-10-11 15:56:11.678873,busy_professional,American,Appetizer
7,266,,viewed,2025-01-19 15:56:11.679047,busy_professional,American,Appetizer
7,213,4.5,cooked,2025-01-27 15:56:11.679217,busy_professional,Malaysian,Appetizer
7,2,4.5,cooked,2025-01-22 15:56:11.679388,busy_professional,American,Appetizer
7,362,,viewed,2024-11-16 15:56:11.679571,busy_professional,Malaysian,Breakfast
7,266,3.8,rated,2024-12-24 15:56:11.679748,busy_professional,American,Appetizer
7,213,4.5,cooked,2025-04-27 15:56:11.679943,busy_professional,Malaysian,Appetizer
7,257,4.6,cooked,2025-02-15 15:56:11.680128,busy_professional,Malaysian,Appetizer
7,213,,viewed,2025-02-11 15:56:11.680300,busy_professional,Malaysian,Appetizer
7,164,4.3,rated,2025-03-19 15:56:11.680469,busy_professional,Malaysian,Breakfast
7,257,,viewed,2025-07-15 15:56:11.680636,busy_professional,Malaysian,Appetizer
8,51,,viewed,2024-07-27 15:56:11.681672,busy_professional,American,Lunch
8,51,4.6,rated,2025-07-11 15:56:11.681867,busy_professional,American,Lunch
8,76,4.1,rated,2025-01-08 15:56:11.682052,busy_professional,Chinese,Breakfast
8,58,,viewed,2025-02-08 15:56:11.682227,busy_professional,Chinese,Breakfast
8,1,,viewed,2024-12-25 15:56:11.682396,busy_professional,Chinese,Breakfast
8,132,,viewed,2024-10-26 15:56:11.682564,busy_professional,American,Breakfast
8,215,,viewed,2025-03-12 15:56:11.682754,busy_professional,Chinese,Dinner
8,154,,viewed,2024-09-17 15:56:11.682927,busy_professional,American,Appetizer
8,273,,viewed,2024-11-05 15:56:11.683094,busy_professional,Chinese,Lunch
8,248,3.7,rated,2024-11-03 15:56:11.683275,busy_professional,Chinese,Dinner
8,273,3.7,rated,2025-02-12 15:56:11.683442,busy_professional,Chinese,Lunch
8,232,4.5,rated,2024-08-12 15:56:11.683621,busy_professional,American,Breakfast
8,42,,viewed,2024-12-22 15:56:11.683792,busy_professional,Chinese,Appetizer
8,33,1.2,rated,2025-06-04 15:56:11.683977,busy_professional,Korean,Lunch
8,4,,viewed,2024-08-14 15:56:11.684165,busy_professional,Chinese,Breakfast
8,354,1.5,rated,2024-08-26 15:56:11.684365,busy_professional,Thai,Lunch
8,222,,viewed,2025-01-27 15:56:11.684537,busy_professional,Chinese,Breakfast
8,132,,viewed,2025-04-08 15:56:11.684717,busy_professional,American,Breakfast
8,21,4.7,cooked,2025-02-12 15:56:11.684905,busy_professional,Chinese,Appetizer
9,180,,viewed,2025-03-16 15:56:11.686407,health_conscious,Thai,Appetizer
9,180,5.0,cooked,2024-10-18 15:56:11.686594,health_conscious,Thai,Appetizer
9,397,4.9,rated,2024-07-28 15:56:11.686767,health_conscious,Thai,Lunch
9,180,,viewed,2025-07-14 15:56:11.686943,health_conscious,Thai,Appetizer
9,180,,viewed,2025-03-07 15:56:11.687114,health_conscious,Thai,Appetizer
9,66,,viewed,2024-09-07 15:56:11.687286,health_conscious,Japanese,Appetizer
9,397,5.0,rated,2024-09-10 15:56:11.687456,health_conscious,Thai,Lunch
9,117,4.4,rated,2025-05-06 15:56:11.687668,health_conscious,Japanese,Breakfast
9,180,,viewed,2025-01-04 15:56:11.687842,health_conscious,Thai,Appetizer
9,117,5.0,rated,2025-06-20 15:56:11.688014,health_conscious,Japanese,Breakfast
9,397,5.0,rated,2025-07-22 15:56:11.688184,health_conscious,Thai,Lunch
9,281,,viewed,2025-05-26 15:56:11.688372,health_conscious,Indian,Breakfast
9,117,,viewed,2025-07-10 15:56:11.688545,health_conscious,Japanese,Breakfast
9,180,5.0,rated,2025-06-15 15:56:11.688732,health_conscious,Thai,Appetizer
9,66,4.7,rated,2024-11-21 15:56:11.688905,health_conscious,Japanese,Appetizer
9,66,4.6,rated,2024-11-04 15:56:11.689077,health_conscious,Japanese,Appetizer
9,397,5.0,rated,2025-01-01 15:56:11.689247,health_conscious,Thai,Lunch
10,207,,viewed,2025-01-08 15:56:11.690457,health_conscious,Japanese,Breakfast
10,207,5.0,rated,2024-11-13 15:56:11.690634,health_conscious,Japanese,Breakfast
10,175,,viewed,2024-10-29 15:56:11.690807,health_conscious,Japanese,Appetizer
10,385,3.4,cooked,2025-04-30 15:56:11.690997,health_conscious,Italian,Breakfast
10,138,,viewed,2024-11-01 15:56:11.691185,health_conscious,Japanese,Dinner
10,207,,viewed,2025-03-26 15:56:11.691359,health_conscious,Japanese,Breakfast
11,90,4.5,cooked,2024-10-10 15:56:11.692361,adventurous,Chinese,Appetizer
11,161,4.5,rated,2024-12-23 15:56:11.692537,adventurous,Japanese,Lunch
11,287,4.7,rated,2025-01-31 15:56:11.692708,adventurous,Chinese,Appetizer
11,162,,viewed,2024-07-25 15:56:11.692882,adventurous,Japanese,Breakfast
11,346,,viewed,2025-01-30 15:56:11.693051,adventurous,Malaysian,Appetizer
11,341,,viewed,2024-09-24 15:56:11.693219,adventurous,Chinese,Lunch
11,385,4.7,rated,2025-01-17 15:56:11.693388,adventurous,Italian,Breakfast
11,345,,viewed,2024-11-26 15:56:11.693556,adventurous,Japanese,Breakfast
11,321,,viewed,2025-06-18 15:56:11.693737,adventurous,Italian,Lunch
11,184,5.0,cooked,2025-06-27 15:56:11.693906,adventurous,Italian,Breakfast
11,217,5.0,cooked,2025-05-19 15:56:11.694075,adventurous,Italian,Lunch
11,332,,viewed,2025-07-12 15:56:11.694241,adventurous,Japanese,Breakfast
11,187,3.5,rated,2025-02-18 15:56:11.694425,adventurous,Thai,Breakfast
11,308,,viewed,2024-10-04 15:56:11.694606,adventurous,Japanese,Lunch
11,383,,viewed,2025-03-31 15:56:11.694778,adventurous,Italian,Breakfast
11,53,,viewed,2024-10-18 15:56:11.694947,adventurous,Japanese,Dessert
12,288,,viewed,2024-10-26 15:56:11.696135,health_conscious,Japanese,Lunch
12,280,,viewed,2025-06-07 15:56:11.696314,health_conscious,Japanese,Appetizer
12,233,,viewed,2024-11-20 15:56:11.696504,health_conscious,Thai,Dinner
12,280,,viewed,2024-08-13 15:56:11.696709,health_conscious,Japanese,Appetizer
12,118,5.0,rated,2025-03-22 15:56:11.696894,health_conscious,Thai,Appetizer
12,245,4.7,rated,2025-01-23 15:56:11.697068,health_conscious,Thai,Dessert
12,53,,viewed,2025-07-15 15:56:11.697242,health_conscious,Japanese,Dessert
12,302,,viewed,2025-04-20 15:56:11.697433,health_conscious,Chinese,Appetizer
12,72,5.0,rated,2025-02-19 15:56:11.697607,health_conscious,Japanese,Dessert
12,102,5.0,rated,2025-01-05 15:56:11.697803,health_conscious,Thai,Lunch
13,394,4.4,cooked,2025-03-23 15:56:11.699033,comfort_seeker,Italian,Dinner
13,12,4.8,cooked,2024-10-04 15:56:11.699269,comfort_seeker,American,Appetizer
13,213,3.4,rated,2025-04-03 15:56:11.699491,comfort_seeker,Malaysian,Appetizer
13,23,4.6,cooked,2025-03-08 15:56:11.699686,comfort_seeker,Italian,Dinner
13,154,,viewed,2025-07-16 15:56:11.699859,comfort_seeker,American,Appetizer
13,333,,viewed,2024-12-13 15:56:11.700030,comfort_seeker,Italian,Appetizer
13,283,4.3,rated,2025-04-22 15:56:11.700199,comfort_seeker,Italian,Appetizer
13,144,,viewed,2025-05-26 15:56:11.700370,comfort_seeker,Italian,Dessert
13,132,5.0,cooked,2025-05-06 15:56:11.700538,comfort_seeker,American,Breakfast
13,353,3.8,rated,2025-01-13 15:56:11.700720,comfort_seeker,American,Appetizer
13,230,3.5,cooked,2024-12-30 15:56:11.700909,comfort_seeker,Malaysian,Breakfast
13,204,,viewed,2025-02-24 15:56:11.701080,comfort_seeker,American,Dessert
14,233,,viewed,2024-09-15 15:56:11.702261,adventurous,Thai,Dinner
14,397,4.9,rated,2025-04-04 15:56:11.702436,adventurous,Thai,Lunch
14,211,5.0,rated,2024-08-09 15:56:11.702607,adventurous,Italian,Dessert
14,201,5.0,rated,2025-03-24 15:56:11.702776,adventurous,Malaysian,Breakfast
14,69,4.8,cooked,2024-10-09 15:56:11.702946,adventurous,Indian,Breakfast
14,116,4.6,cooked,2024-10-22 15:56:11.703115,adventurous,Malaysian,Dessert
14,17,4.4,rated,2024-08-03 15:56:11.703285,adventurous,Indian,Breakfast
14,102,5.0,rated,2025-04-19 15:56:11.703455,adventurous,Thai,Lunch
14,27,4.8,rated,2025-01-04 15:56:11.703625,adventurous,Thai,Breakfast
14,203,5.0,rated,2024-10-14 15:56:11.703803,adventurous,Thai,Dessert
14,328,5.0,rated,2024-10-31 15:56:11.703971,adventurous,Indian,Dinner
14,331,,viewed,2024-10-06 15:56:11.704139,adventurous,Italian,Lunch
14,378,,viewed,2025-03-22 15:56:11.704321,adventurous,Malaysian,Appetizer
14,125,5.0,rated,2025-06-09 15:56:11.704490,adventurous,Malaysian,Appetizer
14,69,4.3,rated,2024-10-19 15:56:11.704661,adventurous,Indian,Breakfast
14,164,,viewed,2025-06-20 15:56:11.704829,adventurous,Malaysian,Breakfast
15,61,4.2,cooked,2025-06-30 15:56:11.705795,comfort_seeker,American,Appetizer
15,323,5.0,rated,2024-09-09 15:56:11.705969,comfort_seeker,Italian,Breakfast
15,232,,viewed,2024-09-11 15:56:11.706139,comfort_seeker,American,Breakfast
15,154,5.0,rated,2025-02-09 15:56:11.706308,comfort_seeker,American,Appetizer
15,293,5.0,cooked,2025-07-23 15:56:11.706475,comfort_seeker,Italian,Dessert
15,149,4.5,rated,2025-05-25 15:56:11.706644,comfort_seeker,Italian,Breakfast
15,154,,viewed,2025-06-22 15:56:11.706813,comfort_seeker,American,Appetizer
15,26,5.0,cooked,2025-01-25 15:56:11.706990,comfort_seeker,American,Lunch
15,26,4.7,cooked,2025-04-14 15:56:11.707159,comfort_seeker,American,Lunch
15,321,4.4,rated,2025-01-19 15:56:11.707328,comfort_seeker,Italian,Lunch
15,267,,viewed,2024-10-03 15:56:11.707498,comfort_seeker,American,Dinner
15,293,4.9,rated,2024-09-26 15:56:11.707694,comfort_seeker,Italian,Dessert
15,149,,viewed,2025-03-13 15:56:11.707866,comfort_seeker,Italian,Breakfast
15,51,4.2,cooked,2024-12-07 15:56:11.708036,comfort_seeker,American,Lunch
15,51,,viewed,2025-05-28 15:56:11.708204,comfort_seeker,American,Lunch
15,304,,viewed,2025-05-28 15:56:11.708387,comfort_seeker,Thai,Breakfast
15,184,,viewed,2024-09-06 15:56:11.708556,comfort_seeker,Italian,Breakfast
15,293,4.0,cooked,2025-02-01 15:56:11.708726,comfort_seeker,Italian,Dessert
15,321,5.0,rated,2024-12-26 15:56:11.708893,comfort_seeker,Italian,Lunch
15,251,2.0,rated,2024-12-14 15:56:11.709074,comfort_seeker,Japanese,Dinner
15,38,4.9,cooked,2025-01-15 15:56:11.709244,comfort_seeker,Italian,Breakfast
15,2,,viewed,2025-05-22 15:56:11.709412,comfort_seeker,American,Appetizer
15,38,,viewed,2024-12-06 15:56:11.709580,comfort_seeker,Italian,Breakfast
15,277,,viewed,2025-07-19 15:56:11.709757,comfort_seeker,Italian,Appetizer
15,61,4.9,cooked,2025-04-15 15:56:11.709925,comfort_seeker,American,Appetizer
16,61,5.0,rated,2024-09-07 15:56:11.710877,comfort_seeker,American,Appetizer
16,149,3.8,rated,2024-12-16 15:56:11.711052,comfort_seeker,Italian,Breakfast
16,184,,viewed,2024-09-30 15:56:11.711222,comfort_seeker,Italian,Breakfast
16,383,,viewed,2025-06-03 15:56:11.711388,comfort_seeker,Italian,Breakfast
16,74,,viewed,2025-01-15 15:56:11.711570,comfort_seeker,Thai,Appetizer
16,267,,viewed,2025-05-30 15:56:11.711756,comfort_seeker,American,Dinner
16,51,,viewed,2024-10-20 15:56:11.711926,comfort_seeker,American,Lunch
16,120,,viewed,2025-02-02 15:56:11.712109,comfort_seeker,Indian,Dinner
16,69,,viewed,2024-09-21 15:56:11.712292,comfort_seeker,Indian,Breakfast
16,293,4.1,cooked,2024-12-26 15:56:11.712461,comfort_seeker,Italian,Dessert
16,102,1.9,cooked,2025-06-04 15:56:11.712642,comfort_seeker,Thai,Lunch
16,61,3.7,cooked,2025-01-18 15:56:11.712812,comfort_seeker,American,Appetizer
17,321,,viewed,2024-10-09 15:56:11.713943,cooking_enthusiast,Italian,Lunch
17,386,,viewed,2025-03-20 15:56:11.714144,cooking_enthusiast,Korean,Dinner
17,362,4.2,rated,2025-03-04 15:56:11.714316,cooking_enthusiast,Malaysian,Breakfast
17,149,,viewed,2025-07-21 15:56:11.714504,cooking_enthusiast,Italian,Breakfast
17,257,4.6,rated,2024-10-13 15:56:11.714676,cooking_enthusiast,Malaysian,Appetizer
17,126,5.0,rated,2025-04-02 15:56:11.714863,cooking_enthusiast,Malaysian,Appetizer
17,257,,viewed,2025-02-07 15:56:11.715034,cooking_enthusiast,Malaysian,Appetizer
17,386,3.0,rated,2024-07-29 15:56:11.715220,cooking_enthusiast,Korean,Dinner
17,126,,viewed,2025-03-02 15:56:11.715389,cooking_enthusiast,Malaysian,Appetizer
17,362,,viewed,2024-10-26 15:56:11.715558,cooking_enthusiast,Malaysian,Breakfast
18,10,,viewed,2024-11-01 15:56:11.716772,health_conscious,Italian,Appetizer
18,175,5.0,rated,2025-06-10 15:56:11.716960,health_conscious,Japanese,Appetizer
18,175,,viewed,2025-06-03 15:56:11.717134,health_conscious,Japanese,Appetizer
18,291,,viewed,2024-11-18 15:56:11.717326,health_conscious,Korean,Appetizer
18,175,4.3,rated,2025-01-18 15:56:11.717499,health_conscious,Japanese,Appetizer
18,129,,viewed,2024-12-16 15:56:11.717671,health_conscious,Thai,Appetizer
18,300,,viewed,2024-12-25 15:56:11.717868,health_conscious,Japanese,Dessert
18,129,5.0,rated,2025-05-20 15:56:11.718039,health_conscious,Thai,Appetizer
19,398,3.9,rated,2025-06-10 15:56:11.719079,adventurous,Chinese,Breakfast
19,175,,viewed,2025-07-18 15:56:11.719261,adventurous,Japanese,Appetizer
19,9,5.0,rated,2024-11-03 15:56:11.719432,adventurous,Korean,Lunch
19,58,4.7,cooked,2025-05-05 15:56:11.719602,adventurous,Chinese,Breakfast
19,28,3.2,rated,2025-02-22 15:56:11.719801,adventurous,Chinese,Dessert
19,91,,viewed,2024-09-27 15:56:11.719984,adventurous,Indian,Dessert
19,110,,viewed,2025-02-11 15:56:11.720166,adventurous,Thai,Appetizer
19,58,4.5,rated,2025-05-06 15:56:11.720343,adventurous,Chinese,Breakfast
19,398,,viewed,2025-07-14 15:56:11.720513,adventurous,Chinese,Breakfast
19,355,,viewed,2024-12-02 15:56:11.720695,adventurous,American,Lunch
19,4,,viewed,2024-11-21 15:56:11.720864,adventurous,Chinese,Breakfast
19,248,5.0,rated,2024-08-18 15:56:11.721035,adventurous,Chinese,Dinner
19,333,4.7,cooked,2025-05-28 15:56:11.721204,adventurous,Italian,Appetizer
19,339,,viewed,2025-06-01 15:56:11.721378,adventurous,Japanese,Breakfast
19,385,,viewed,2024-12-13 15:56:11.721561,adventurous,Italian,Breakfast
19,210,4.2,rated,2024-09-15 15:56:11.721751,adventurous,Italian,Dessert
20,155,,viewed,2025-03-06 15:56:11.722766,cooking_enthusiast,Japanese,Breakfast
20,261,4.6,rated,2024-11-18 15:56:11.722954,cooking_enthusiast,Thai,Breakfast
20,392,,viewed,2024-10-21 15:56:11.723128,cooking_enthusiast,Japanese,Breakfast
20,233,4.5,cooked,2024-10-21 15:56:11.723307,cooking_enthusiast,Thai,Dinner
20,83,4.1,cooked,2025-06-18 15:56:11.723479,cooking_enthusiast,Italian,Appetizer
20,368,,viewed,2025-02-01 15:56:11.723651,cooking_enthusiast,Thai,Breakfast
20,139,,viewed,2024-09-03 15:56:11.723833,cooking_enthusiast,American,Appetizer
20,1,3.3,rated,2024-09-15 15:56:11.724016,cooking_enthusiast,Chinese,Breakfast
20,363,4.2,cooked,2025-03-07 15:56:11.724199,cooking_enthusiast,Japanese,Dinner
20,306,,viewed,2025-04-27 15:56:11.724377,cooking_enthusiast,Japanese,Dessert
20,378,,viewed,2025-02-20 15:56:11.724571,cooking_enthusiast,Malaysian,Appetizer
20,312,,viewed,2025-06-23 15:56:11.724753,cooking_enthusiast,Indian,Dinner
20,59,,viewed,2025-03-31 15:56:11.724937,cooking_enthusiast,Japanese,Dessert
20,203,,viewed,2024-09-21 15:56:11.725109,cooking_enthusiast,Thai,Dessert
20,212,2.2,rated,2025-02-27 15:56:11.725296,cooking_enthusiast,Korean,Dinner
20,211,,viewed,2024-12-16 15:56:11.725468,cooking_enthusiast,Italian,Dessert
20,301,5.0,rated,2025-07-22 15:56:11.725639,cooking_enthusiast,Thai,Dinner
21,28,,viewed,2024-10-06 15:56:11.726685,adventurous,Chinese,Dessert
21,280,,viewed,2024-12-12 15:56:11.726867,adventurous,Japanese,Appetizer
21,175,4.3,rated,2025-03-26 15:56:11.727039,adventurous,Japanese,Appetizer
21,299,,viewed,2024-11-25 15:56:11.727208,adventurous,Japanese,Lunch
21,179,4.4,rated,2024-09-03 15:56:11.727383,adventurous,Korean,Breakfast
22,46,,viewed,2025-01-24 15:56:11.728422,adventurous,American,Dinner
22,24,4.7,cooked,2024-08-22 15:56:11.728615,adventurous,Korean,Appetizer
22,317,5.0,cooked,2025-05-01 15:56:11.728789,adventurous,Malaysian,Appetizer
22,40,4.0,rated,2025-07-14 15:56:11.728973,adventurous,Italian,Appetizer
22,41,4.5,rated,2025-06-27 15:56:11.729146,adventurous,Chinese,Lunch
22,336,,viewed,2024-11-25 15:56:11.729324,adventurous,Malaysian,Dessert
22,396,5.0,rated,2025-04-19 15:56:11.729495,adventurous,American,Appetizer
22,154,,viewed,2024-12-16 15:56:11.729687,adventurous,American,Appetizer
22,204,4.4,cooked,2025-02-10 15:56:11.729890,adventurous,American,Dessert
22,338,,viewed,2025-04-05 15:56:11.730073,adventurous,Korean,Appetizer
22,29,4.7,rated,2024-09-25 15:56:11.730332,adventurous,Chinese,Dinner
22,372,4.7,cooked,2025-05-28 15:56:11.730539,adventurous,American,Breakfast
22,69,,viewed,2025-02-02 15:56:11.730757,adventurous,Indian,Breakfast
22,15,3.6,rated,2025-05-27 15:56:11.730956,adventurous,Chinese,Breakfast
22,73,3.8,rated,2024-07-28 15:56:11.731133,adventurous,Korean,Appetizer
22,150,4.4,rated,2025-05-10 15:56:11.731308,adventurous,Malaysian,Lunch
22,243,5.0,cooked,2024-07-27 15:56:11.731484,adventurous,Italian,Breakfast
22,45,4.9,cooked,2025-01-21 15:56:11.731656,adventurous,Italian,Appetizer
23,257,5.0,rated,2024-08-04 15:56:11.732704,busy_professional,Malaysian,Appetizer
23,257,,viewed,2025-03-17 15:56:11.732881,busy_professional,Malaysian,Appetizer
23,164,5.0,rated,2024-10-03 15:56:11.733049,busy_professional,Malaysian,Breakfast
23,257,,viewed,2025-01-13 15:56:11.733216,busy_professional,Malaysian,Appetizer
23,257,4.2,rated,2025-07-22 15:56:11.733387,busy_professional,Malaysian,Appetizer
23,257,3.9,cooked,2025-06-09 15:56:11.733556,busy_professional,Malaysian,Appetizer
23,164,,viewed,2024-09-05 15:56:11.733724,busy_professional,Malaysian,Breakfast
23,362,,viewed,2025-01-19 15:56:11.733905,busy_professional,Malaysian,Breakfast
24,1,5.0,rated,2025-03-06 15:56:11.734926,adventurous,Chinese,Breakfast
24,321,,viewed,2025-02-13 15:56:11.735110,adventurous,Italian,Lunch
24,340,,viewed,2024-12-30 15:56:11.735281,adventurous,Korean,Breakfast
24,369,4.9,cooked,2025-06-05 15:56:11.735459,adventurous,Malaysian,Breakfast
